"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099094","GO:0099094","ligand-gated cation channel activity","24/1816","38/4998",0.000671431532587232,0.00611632161716181,0.00491426039475852,"MCOLN2/TRPA1/GRIA4/ABCC8/P2RX5/MCOLN3/KCNJ5/KCNJ16/GRIK2/KCNJ2/RYR2/GRIN2C/KCNH2/TRPM2/JPH4/CNGB1/KCNJ10/RASA3/SCNN1G/KCNJ6/JPH3/SCNN1B/HCN2/P2RX2",24
"GO:0099528","GO:0099528","G protein-coupled neurotransmitter receptor activity","9/1816","10/4998",0.000734612090968052,0.0065889053697596,0.00529396567580215,"HTR1F/HTR2B/HRH2/GABBR1/HTR1B/HTR7/HTR4/CHRM4/HTR1D",9
"GO:0005215","GO:0005215","transporter activity","189/1816","435/4998",0.000826974953259561,0.00730494542045945,0.00586927997129991,"SCN1A/ABCA6/MCOLN2/RAMP3/TRPA1/SV2B/LRRC38/C2orf83/SLC24A4/GRIA4/TNFAIP8L3/SLC16A10/GLRB/KCNMA1/GRID1/SLC30A8/SCN1B/SLC22A16/CACNA2D4/PDE2A/NALCN/KCNA4/ABCC8/CACNB4/P2RX5/SCN9A/SCN2A/APOD/CLCA2/CACNA1H/KCNMB1/ATP6V0D2/MCOLN3/KCNJ5/ABCA8/KCNQ3/KCNJ16/SLC30A4/ATP12A/GRIK2/ADAMTS8/SCN7A/PKD1L3/SLC5A9/SLC9A9/SLC17A4/ABCA9/KCNJ2/LRRC55/APOL3/COX4I2/SCN11A/SLC25A48/RYR2/TRPC6/GRIN2C/ATP8A1/SLC16A14/KCNAB1/SLCO2B1/GABRA4/FABP4/TTYH2/KCNIP3/CYBB/KCNQ1/GAS6/KCNAB2/KCNH2/BEST1/APOE/SLC7A7/SLC14A1/SCN4B/TRPM2/CUBN/KCNS2/KCNK17/SIDT1/ABCC9/GJC1/NDUFA4L2/ABCC3/SLC37A2/PRF1/SLC1A7/CLIC2/GJA3/KCNA3/CACNA2D2/NIPAL2/SLC22A18/PLP2/KCNK3/JPH4/ABCB5/PLSCR4/TRPM6/LRP6/FXYD2/ABCA3/PKD2L1/CACNA1C/APOL1/SLC38A6/SLC16A7/TMC8/SLC8A1/SLC6A16/SLC12A2/PPBP/SLC22A3/SLC16A2/HTR1B/CACNB1/SLC28A1/CNGB1/RAMP2/SLC44A4/GJC2/SLC2A6/ATP8B4/KCNQ4/KCNJ10/KCNIP4/PLTP/RASA3/CLCN4/ATP1B2/SLC6A6/SVOP/GABRA2/CALM1/EBP/CLIC3/SLC6A8/SLC19A2/CACNA1I/ABCG2/SLC7A2/RHD/SLC25A30/SLC2A12/SCARB1/MFSD4B/SCNN1G/KCNJ6/JPH3/SLC4A4/SLC35F2/SLC10A6/SLC6A19/SCNN1B/SLC7A5/HCN2/TUSC3/ABCC2/SLC16A3/SLC6A9/SLC27A6/KCNA6/SLC25A21/KCNN2/SLC9A2/SLC39A8/APOA5/ABCB1/SLC6A13/ATP13A4/TF/TFR2/SLC4A1/KCNH4/ANO1/SLC30A2/SLC25A47/SLCO4C1/PIEZO2/SLC38A3/TRPC5/ATP2C2/ASIC4/ABCB11/CD320/KCNA7/APOA2/RHAG/P2RX2/SLC30A10",189
"GO:0005201","GO:0005201","extracellular matrix structural constituent","33/1816","58/4998",0.00106300344902568,0.00924971657883539,0.00743183872453146,"ELN/ABI3BP/COL6A5/VWF/FBLN5/MATN2/MMRN2/COMP/TNXB/CD4/COL4A3/COL5A3/PODN/PRG2/CHI3L1/FBN1/COL4A4/MXRA5/LAMA2/MEPE/SBSPON/AEBP1/VTN/IGFBP7/LTBP2/DCN/LTBP4/COL11A1/EMILIN2/COL9A1/EMILIN3/COL23A1/LAMA1",33
"GO:0008081","GO:0008081","phosphoric diester hydrolase activity","25/1816","41/4998",0.00110184154310988,0.00944667087695674,0.00759008493318724,"PDE2A/PDE3B/PDE3A/PDE8B/PLCB2/PLCB4/PLCL1/PDE4B/ENPP2/PDE5A/ENPP1/PDE4A/PDE7B/PLCB1/EDNRA/PDE6B/PDE6G/CCR5/FICD/PDIA3/BDKRB2/GDPD1/CCL5/SMPDL3B/F2RL2",25
"GO:0008236","GO:0008236","serine-type peptidase activity","32/1816","56/4998",0.00114118452718589,0.00964218230941121,0.00774717184740992,"MMP1/CFI/C1QA/C1QB/C2/C1R/PRSS36/CFD/CTSG/CTSS/C1QC/MMP9/ACE/PRSS23/TLL1/MMP7/C1RL/FCN3/HGF/C1S/F3/HTRA1/PRSS8/OVCH2/PRSS57/RHBDL3/SEC11C/PRSS41/LTF/TMPRSS2/TMPRSS11E/RELN",32
"GO:0042605","GO:0042605","peptide antigen binding","10/1816","12/4998",0.00117476620250073,0.00978412422939891,0.00786121744530561,"HLA-F/HLA-B/HLA-A/HLA-DQA1/HLA-DPA1/HLA-DRA/HLA-DPB1/HLA-DRB1/CD209/SLC7A5",10
"GO:0004896","GO:0004896","cytokine receptor activity","21/1816","33/4998",0.00126300944139224,0.0103709085117138,0.00833267904254332,"IL12RB2/CMKLR1/IL15RA/IL12RB1/IL1RL1/IL22RA1/CCR9/CD44/CD4/GFRA2/CD74/CCR10/IL6ST/IL2RG/IL18R1/CCR5/IL1R2/IL17REL/EBI3/CCR7/CCRL2",21
"GO:0005272","GO:0005272","sodium channel activity","15/1816","22/4998",0.00235573939634084,0.0190749453898154,0.0153260823299952,"SCN1A/SCN1B/NALCN/SCN9A/SCN2A/GRIK2/SCN7A/SCN11A/SCN4B/TRPM2/PKD2L1/SCNN1G/SCNN1B/HCN2/ASIC4",15
"GO:0008395","GO:0008395","steroid hydroxylase activity","9/1816","11/4998",0.00272950626323111,0.0215040831278883,0.0172778134728,"CYP1A1/CH25H/CYP2R1/CYP27A1/CYP2E1/CYP46A1/CYP2U1/CYP19A1/CYP11A1",9
"GO:0019825","GO:0019825","oxygen binding","9/1816","11/4998",0.00272950626323111,0.0215040831278883,0.0172778134728,"CYP1A1/HBB/HBG2/CYP2E1/CYP19A1/CBS/CYP26A1/HBZ/HBE1",9
"GO:0004629","GO:0004629","phospholipase C activity","10/1816","13/4998",0.00342860919467064,0.026301041585434,0.0211320095793412,"PLCB2/PLCB4/PLCL1/PLCB1/EDNRA/CCR5/PDIA3/BDKRB2/CCL5/F2RL2",10
"GO:0042056","GO:0042056","chemoattractant activity","10/1816","13/4998",0.00342860919467064,0.026301041585434,0.0211320095793412,"FGF10/FGF7/GDNF/VEGFC/CCL3/HGF/GPNMB/SAA1/CX3CL1/CCL5",10
"GO:0035586","GO:0035586","purinergic receptor activity","11/1816","15/4998",0.00392984922778809,0.0297545727246813,0.0239068066488818,"P2RX5/P2RY14/GPR34/ADORA3/P2RY8/P2RY12/P2RY1/P2RY13/PTAFR/ADORA2A/P2RX2",11
"GO:0070405","GO:0070405","ammonium ion binding","12/1816","17/4998",0.0042583062051072,0.0318281091997115,0.0255728240387679,"HTR1F/GPR12/CRP/HTR2B/PCYT1B/RASGRP1/HTR1B/PLTP/ACHE/APOA5/DRD2/APOA2",12
