"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046633","GO:0046633","alpha-beta T cell proliferation","12/1842","16/4998",0.00215514972785867,0.0158769671213511,0.0121798446551441,"CD28/IL18/TNFRSF14/SYK/PTPRC/DOCK2/LGALS9/ZAP70/IL15/RASAL3/RIPK2/EBI3",12
"GO:0050706","GO:0050706","regulation of interleukin-1 beta secretion","12/1842","16/4998",0.00215514972785867,0.0158769671213511,0.0121798446551441,"TLR8/TLR4/NOD2/LGALS9/CCL3/CASP1/NLRP1/NLRP3/AIM2/RIPK2/CCR7/CARD17",12
"GO:0055010","GO:0055010","ventricular cardiac muscle tissue morphogenesis","12/1842","16/4998",0.00215514972785867,0.0158769671213511,0.0121798446551441,"HEY2/TNNI3/RYR2/FOXC1/CCM2L/NKX2-5/DLL4/COL11A1/TGFB1/TNNI1/ENG/HAND1",12
"GO:1904407","GO:1904407","positive regulation of nitric oxide metabolic process","12/1842","16/4998",0.00215514972785867,0.0158769671213511,0.0121798446551441,"HBB/KLF2/EDN1/ICAM1/TLR6/TLR4/ITGB2/CD36/AIF1/NOS1AP/INSR/AGXT2",12
"GO:1905521","GO:1905521","regulation of macrophage migration","12/1842","16/4998",0.00215514972785867,0.0158769671213511,0.0121798446551441,"C5/C5AR1/CMKLR1/MMP28/C3AR1/RARRES2/CSF1/CD200R1/P2RY12/CYP19A1/CD200/CCL5",12
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","37/1842","68/4998",0.00223047155118402,0.0163777801534621,0.0125640379891581,"MAPT/ADGRB1/CRP/HBB/KLF2/EDN1/ICAM1/TLR6/IL10/SYK/FBLN5/RGN/AKR1C3/TLR4/ITGB2/CD36/ITGAM/RIPK3/AIF1/CD34/FPR2/NOS1AP/RAC2/AGTR1/PDGFRB/NOXA1/BCO2/WDR35/GLA/TGFB1/INSR/CDKN1A/HK2/LEP/AGXT2/PAX2/SLC30A10",37
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","32/1842","57/4998",0.00223176392707957,0.0163777801534621,0.0125640379891581,"IDO1/FCGR2B/CTLA4/TNFRSF14/LILRB1/LILRB2/DTX1/IL10/CD86/TNFAIP8L2/CD74/LGALS9/HAVCR2/SLA2/LST1/SAMSN1/NRARP/PDE5A/CD300A/MNDA/JAK3/LAG3/HLX/ARG1/GPNMB/ADORA2A/FOXJ1/BCL6/TGFB1/RIPOR2/INHBA/INHA",32
"GO:0001764","GO:0001764","neuron migration","25/1842","42/4998",0.00225545629058468,0.0164878635192259,0.0126484872598451,"NRCAM/LHX6/FGF13/NEXMIF/SOX14/MATN2/ERBB4/SCRT2/SPOCK1/NTRK2/GAS6/ASTN1/NDN/NDNF/PRKG1/SEMA3A/MEF2C/DCDC2/NRP2/KIRREL3/CXCL12/CX3CL1/ADGRL3/DRD2/RELN",25
"GO:0050848","GO:0050848","regulation of calcium-mediated signaling","25/1842","42/4998",0.00225545629058468,0.0164878635192259,0.0126484872598451,"TMEM100/MAPT/P2RX5/CD22/CMKLR1/CCL4/IGF1/SYK/RGN/LRRK2/PLEK/CD4/MYO5A/CCL3/SLA2/CLIC2/ZAP70/TREM2/JPH4/CHP2/RCAN1/CALM1/JPH3/C10orf71/P2RX2",25
"GO:0002820","GO:0002820","negative regulation of adaptive immune response","13/1842","18/4998",0.00243764495993672,0.0177172892298849,0.0135916279778686,"CR1/C4BPB/FCGR2B/LILRB1/IL1RL1/IL33/PTPRC/HAVCR2/SAMSN1/JAK3/ARG1/FOXJ1/BCL6",13
"GO:0030890","GO:0030890","positive regulation of B cell proliferation","13/1842","18/4998",0.00243764495993672,0.0177172892298849,0.0135916279778686,"TNFSF13B/WNT3A/TLR4/NCKAP1L/PTPRC/CD74/MEF2C/NFATC2/SASH3/GPR183/CD40/BCL6/CD320",13
"GO:0043268","GO:0043268","positive regulation of potassium ion transport","13/1842","18/4998",0.00243764495993672,0.0177172892298849,0.0135916279778686,"LRRC38/ABCC8/KCNMB1/ADRA2A/ANK2/KCNJ2/LRRC55/KCNQ1/KCNH2/FHL1/NOS1AP/ATP1B2/WNK4",13
"GO:0015696","GO:0015696","ammonium transport","23/1842","38/4998",0.00247658838722367,0.0179316342387912,0.0137560604473151,"SLC22A16/FCER1G/LILRB1/EDN1/SYT11/SYK/GDNF/SLC25A48/SYT15/SNCG/SYT3/SLC12A2/SLC22A3/HTR1B/SLC44A4/ADORA2A/SLC6A8/RHD/CXCL12/SYT12/SLC25A47/DRD2/RHAG",23
"GO:1901606","GO:1901606","alpha-amino acid catabolic process","23/1842","38/4998",0.00247658838722367,0.0179316342387912,0.0137560604473151,"GAD1/IDO1/IDO2/ASPA/HMGCLL1/AMDHD1/DDO/HOGA1/SDS/CARNS1/HAAO/ARG1/GCAT/PRODH/CDO1/NOS3/CBS/SLC25A21/DAO/CRYM/GPT2/KYNU/AGXT2",23
"GO:0016485","GO:0016485","protein processing","47/1842","91/4998",0.00257900213632042,0.0186375887718089,0.0142976258785483,"CR1/CLEC3B/C4BPB/C5AR2/C5/CFI/C1QA/C5AR1/ADAMTS2/C1QB/C2/C7/C3AR1/C1R/A2M/CTSG/CTSS/C1QC/LRRK2/SRGN/CFHR1/CPN2/CASP1/ACE/PRKACB/IFI16/NKD2/PROS1/C1RL/SUSD4/AEBP1/VTN/C1S/F3/IL1R2/TMEM208/ECE2/RIPK2/C8G/SEC11C/CCBE1/CGA/CGB3/LHB/TMPRSS2/ACP4/CTSE",47
"GO:0007167","GO:0007167","enzyme linked receptor protein signaling pathway","154/1842","350/4998",0.00262938096767512,0.0188999599317919,0.0144989010935285,"FGF10/LEFTY2/FGF7/MUSK/TGFA/TMEM100/BMP5/APOD/ANGPTL1/ATP6V0D2/ADRA2A/LEFTY1/HBEGF/KL/DOK2/IGF1/NCF2/NBL1/FGFBP1/SESN3/SYK/MMP9/FOXD1/RYR2/MMRN2/ERBB4/AFAP1L2/CSF1/LCP2/CD4/COL4A3/AREG/NCKAP1L/HCK/DKK3/NTRK2/BMPER/GFRA2/CYBB/GAS6/NDN/IGFBP4/FOXC1/MYOC/VEGFC/GPER1/NRROS/PRKCB/RASGRP4/SPRED1/SLA2/SH2B3/BMP6/PTGIR/DOK5/TXNIP/LEF1/PTPRT/LDLRAD4/BTBD11/PTPRD/SPRY1/EPHA3/ARRB2/EFNB2/FBN1/IGFBP2/CHN1/GDF7/GDF6/HGF/SHC2/TOB1/DOK1/PTPRG/TGFB3/LTK/PDK4/IRS1/ENPP1/GRB14/VTN/IL6ST/ZNF423/CSH1/JAK3/IGFBP5/MYOCD/LTBP2/SDC2/PDGFRB/PLCB1/APLN/PIK3R3/FST/DCN/NKX2-5/ADRB2/TMEM204/CD7/RHBDF2/FAM20C/SMOC2/HHEX/PDE6G/PDGFC/FGR/CSHL1/ADGRA2/F3/PTK6/GATA4/RUNX2/VAV1/LTBP4/NREP/NRP2/PTP4A3/CBLB/NGEF/CRB2/PRKCZ/HTRA1/FLT1/FSTL3/BDKRB2/LRG1/ESM1/CIDEA/GREM2/TGFB1/NPPB/INSR/TDGF1/TRIM71/HSPA5/CD63/ITGB3/NEURL1/NOV/EREG/SRMS/FAM83A/NTF4/LEP/ENG/CCBE1/INHBA/ITGA8/ACP4/GDF15/INHA/NCF1/SLC30A10",154
"GO:0006911","GO:0006911","phagocytosis, engulfment","14/1842","20/4998",0.00264021580491558,0.0188999599317919,0.0144989010935285,"FCGR2B/FCER1G/ADGRB1/ARHGAP25/FCGR1A/ITGB2/CD36/ITGAM/NCKAP1L/AIF1/MSR1/TREM2/CD300A/GULP1",14
"GO:0010863","GO:0010863","positive regulation of phospholipase C activity","14/1842","20/4998",0.00264021580491558,0.0188999599317919,0.0144989010935285,"C5AR1/HTR2B/GNA15/NTRK2/LPAR1/PLCB2/RASGRP4/P2RY12/PTAFR/PDGFRB/EDNRA/FLT1/NTF4/ANG",14
"GO:0048246","GO:0048246","macrophage chemotaxis","14/1842","20/4998",0.00264021580491558,0.0188999599317919,0.0144989010935285,"C5/CCL2/C5AR1/CMKLR1/MMP28/C3AR1/RARRES2/CSF1/CCL3/CKLF/CYP19A1/SAA1/CX3CL1/CCL5",14
"GO:0055025","GO:0055025","positive regulation of cardiac muscle tissue development","14/1842","20/4998",0.00264021580491558,0.0188999599317919,0.0144989010935285,"WNT3A/HAMP/EDN1/IGF1/HEY2/ERBB4/WNT2/MEF2C/ARRB2/EFNB2/TBX2/MYOCD/TBX5/TGFB1",14
"GO:0006897","GO:0006897","endocytosis","114/1842","251/4998",0.00264542134544761,0.0189015604230287,0.014500128893176,"RAMP3/C4BPB/STAB2/SLAMF1/ARC/FCGR2B/WNT3A/CXCL16/CFI/CCL2/CD22/TLR2/FCGR2A/MCTP1/FOLR2/FCER1G/C2/LILRB1/CD300LF/ADGRB1/PIK3CG/CRP/HTR2B/HBB/ANK2/CD163L1/SCAMP5/ARHGAP25/NCF2/SYT11/SYK/FCGR1A/CD163/PECAM1/GSG1L/SIGLEC1/LRRK2/ITGB2/PSTPIP1/CD36/ITGAM/CD14/NCKAP1L/HCK/PTPRC/DOCK2/GAS6/MARCO/CD93/APOE/AIF1/WAS/FCGR1B/CUBN/LRRTM2/CAMK1D/MRC1/MSR1/FPR2/ENPP2/EPHA3/ARRB2/EFNB2/BICD1/STAB1/TREM2/LY75/FCN3/CD300A/LRP6/ITGAL/SBSPON/APOL1/ENPP1/CD302/CLEC7A/VTN/CD209/CEBPE/HTR1B/RAMP2/APLN/ADRB2/MYO1G/FGR/RHOJ/VAV1/MESD/ADORA2A/HSP90B1/GULP1/CALM1/SAA1/CALR/SNAP91/SCARB1/ACHE/TGFB1/TGM2/LRP8/CD63/ITGB3/SNX10/DMBT1/HYOU1/LRP1B/APOA5/TSPAN1/TF/TFR2/LEP/DRD2/TMPRSS2/LBP",114
"GO:0051896","GO:0051896","regulation of protein kinase B signaling","43/1842","82/4998",0.00265796779166993,0.0189555071458566,0.0145415135416845,"FGF10/RAMP3/FGF7/CD28/TNFAIP8L3/IL18/PIK3CG/HBEGF/KL/SESN3/KITLG/AKR1C3/ERBB4/CD86/PIK3R5/NTRK2/GAS6/MYOC/GPER1/CCL3/CHI3L1/OSM/ARRB2/P2RY12/PIK3CD/HGF/IRS1/IGFBP5/PDGFRB/MEIS3/F3/VAV1/TGFB1/MYDGF/INSR/CX3CL1/CRYBA1/EREG/LEP/ENG/DRD2/CCR7/GDF15",43
"GO:0001570","GO:0001570","vasculogenesis","21/1842","34/4998",0.00267451088093518,0.0190377003419664,0.0146045671685312,"ASB4/TMEM100/HEY2/TNNI3/SOX18/NTRK2/CD34/SPRED1/GJC1/RASIP1/APLNR/EGFL7/MYOCD/PDGFRB/TBX5/RAMP2/NKX2-5/FOXF1/MYO18B/TGFB1/ENG",21
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","93/1842","200/4998",0.00273377174897621,0.0193283250163664,0.0148275167633807,"FGF10/TGFA/WNT3A/IL18/C5/C5AR1/ADRA2A/PIK3R6/PIK3CG/TCIM/FGF13/HTR2B/RGCC/EDN1/IGF1/FPR1/TLR6/FAM20A/SYK/KITLG/TLR4/LRRK2/AFAP1L2/CSF1/LCP2/SAMD5/NOD2/CD4/PIK3R5/MAP3K21/NCKAP1L/PTPRC/NTRK2/LPAR1/CASS4/RIPK3/GAS6/CD74/MLKL/MAP4K1/ACE/CHI3L1/PRKACB/TNFRSF10A/RASGRP1/PDE5A/ZEB2/HGF/CD300A/SHC2/FGD2/TGFB3/CEMIP/CD40/ADRA2B/TNFSF15/ALKAL2/C1QTNF2/PDGFRB/MAPK11/ADRB2/TNFRSF11A/PDE6G/PDGFC/GADD45B/CCND1/RALB/PRKCZ/CALM1/SAA1/SRCIN1/FLT1/RIPK2/LPAR3/TGFB1/INSR/LRP8/TDGF1/ITGB3/NEURL1/CDKN1A/CCL5/EREG/LEP/TCL1B/GPRC5C/LTF/DRD2/CCR7/GDF15/ANG/NCF1/RELN",93
"GO:0050864","GO:0050864","regulation of B cell activation","29/1842","51/4998",0.0027357170621478,0.0193283250163664,0.0148275167633807,"CD28/FCGR2B/TNFSF13B/WNT3A/CTLA4/CD22/IL10/SYK/TLR4/NFAM1/NOD2/NCKAP1L/PTPRC/CD74/SLA2/MEF2C/SAMSN1/NFATC2/SASH3/GPR183/CD300A/MNDA/CD40/FOXJ1/BCL6/TGFB1/INHBA/CD320/INHA",29
"GO:0051208","GO:0051208","sequestering of calcium ion","29/1842","51/4998",0.0027357170621478,0.0193283250163664,0.0148275167633807,"MCOLN2/TRPA1/MCOLN3/HTR2B/ANK2/RYR2/F2RL3/PTPRC/MYO5A/GPER1/CCL3/TRPM2/CLIC2/JPH4/CACNA1C/CEMIP/SLC8A1/APLNR/RASA3/CCR5/HSP90B1/CALM1/ERO1A/CALR/TGFB1/JPH3/CX3CL1/DRD2/CCR7",29
"GO:1904064","GO:1904064","positive regulation of cation transmembrane transport","29/1842","51/4998",0.0027357170621478,0.0193283250163664,0.0148275167633807,"RAMP3/LRRC38/ARC/ABCC8/KCNMB1/FGF14/ANK2/KCNJ2/CTSS/LRRC55/RGN/RYR2/F2RL3/KCNQ1/KCNH2/GPER1/TMSB4X/NOS1AP/CEMIP/APLNR/GJC2/ADRB2/RGS9/ATP1B2/CALM1/GLRX/CX3CL1/WNK4/RELN",29
"GO:0007586","GO:0007586","digestion","20/1842","32/4998",0.00275649783529207,0.0194389457009259,0.0149123782324057,"FGF10/HAMP/ADRA2A/LRCOL1/TLR4/GUCA2A/CD36/NOD2/KCNQ1/HRH2/CHIT1/GKN1/AKR1C1/SCARB1/SNX10/APOA5/LEP/WNK4/AKR1D1/APOA2",20
"GO:0032722","GO:0032722","positive regulation of chemokine production","15/1842","22/4998",0.00277313552884564,0.0194838448082229,0.0149468220999185,"MCOLN2/C5/TLR2/TLR7/LPL/IL1RL1/IL33/TLR4/CD74/LGALS9/MBP/HAVCR2/ALOX15B/RIPK2/LBP",15
"GO:0050918","GO:0050918","positive chemotaxis","15/1842","22/4998",0.00277313552884564,0.0194838448082229,0.0149468220999185,"FGF10/FGF7/IL16/GDNF/VEGFC/CCL3/FPR2/HGF/ROBO3/F3/GPNMB/SAA1/CXCL12/CX3CL1/CCL5",15
"GO:0034612","GO:0034612","response to tumor necrosis factor","46/1842","89/4998",0.00279953239545281,0.0195967267681697,0.015033418282049,"CCL13/CCL8/TNFSF13B/TNFRSF14/CXCL16/CCL2/CCL18/HAMP/TNFSF9/EDA/MYOD1/CCL3L1/CCL3L3/AFF3/CCL4/TNFSF8/KLF2/EDN1/ICAM1/SYK/HYAL1/TNFSF18/FABP4/CD14/GAS6/DCSTAMP/GPER1/CCL3/CASP1/CHI3L1/CCL4L1/TMSB4X/AIM2/TNFSF14/TRAF1/TNFRSF19/CD40/TNFSF15/TNFSF12/TNFRSF11A/WDR35/GBA/TDGF1/CX3CL1/LCN2/CCL5",46
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","46/1842","89/4998",0.00279953239545281,0.0195967267681697,0.015033418282049,"FGF10/NBL1/FGFBP1/FOXD1/MMRN2/DKK3/BMPER/VEGFC/NRROS/PRKCB/DOK5/LDLRAD4/SPRY1/FBN1/TOB1/TGFB3/VTN/ZNF423/MYOCD/APLN/CASK/DCN/TMEM204/FAM20C/SMOC2/HHEX/ADGRA2/GATA4/RUNX2/LTBP4/NREP/PTP4A3/CRB2/HTRA1/FLT1/FSTL3/LRG1/CIDEA/GREM2/TGFB1/HSPA5/CD63/ITGB3/ENG/CCBE1/ITGA8",46
"GO:0032835","GO:0032835","glomerulus development","19/1842","30/4998",0.0028211582067101,0.0196755041107686,0.0150938514735941,"PROM1/PECAM1/TCF21/COL4A3/FOXC1/PTPRO/HEYL/CD34/MEF2C/GPR4/COL4A4/JAG1/PDGFRB/NOTCH3/KIRREL3/FOXJ1/KLF15/BASP1/PAX2",19
"GO:0042093","GO:0042093","T-helper cell differentiation","19/1842","30/4998",0.0028211582067101,0.0196755041107686,0.0150938514735941,"SLAMF6/IL18/IL12RB1/CD86/BCL3/PTGER4/LEF1/NLRP3/GPR183/MYB/BATF/JAK3/IL18R1/HLX/PRKCZ/BCL6/RIPK2/IL27/RORC",19
"GO:0050853","GO:0050853","B cell receptor signaling pathway","16/1842","24/4998",0.00284760325869576,0.0198234986486087,0.0152073838924071,"CTLA4/CD22/KLHL6/SYK/NFAM1/NCKAP1L/PTPRC/RFTN1/PRKCB/MEF2C/BMX/NFATC2/PIK3CD/CD300A/MNDA/LAT2",16
"GO:0010518","GO:0010518","positive regulation of phospholipase activity","18/1842","28/4998",0.00286273369513171,0.0198923290097614,0.0152601863640624,"C5AR1/HTR2B/GNA15/NTRK2/LPAR1/PLA2G5/PLCB2/RASGRP4/P2RY12/PTAFR/AGTR1/PDGFRB/EDNRA/PRKCZ/FLT1/CCL5/NTF4/ANG",18
"GO:0032720","GO:0032720","negative regulation of tumor necrosis factor production","17/1842","26/4998",0.00287429006671663,0.019899738162633,0.015265870216042,"SLAMF1/C5AR2/LILRB1/IL10/SYT11/TLR4/CLEC4A/BCL3/GAS6/LGALS9/CD34/HAVCR2/ARRB2/GPNMB/CIDEA/CX3CL1/LBP",17
"GO:0051952","GO:0051952","regulation of amine transport","17/1842","26/4998",0.00287429006671663,0.019899738162633,0.015265870216042,"ADRA2A/SYT11/GDNF/SYT15/SNCG/SYT3/P2RY12/P2RY1/ADRA2B/HTR1B/ARG1/ADORA2A/CXCL12/SYT12/LEP/SLC38A3/DRD2",17
"GO:0070613","GO:0070613","regulation of protein processing","28/1842","49/4998",0.00292126977830112,0.0201514500706808,0.0154589683004834,"CR1/CLEC3B/C4BPB/C5AR2/C5/CFI/C1QA/C5AR1/C1QB/C2/C7/C3AR1/C1R/A2M/C1QC/LRRK2/CFHR1/CPN2/PRKACB/NKD2/PROS1/SUSD4/VTN/C1S/IL1R2/C8G/CCBE1/ACP4",28
"GO:0071466","GO:0071466","cellular response to xenobiotic stimulus","28/1842","49/4998",0.00292126977830112,0.0201514500706808,0.0154589683004834,"CYP1A2/CYP1A1/PDE2A/AOC1/SULT1A1/ICAM1/CYP2R1/RYR2/CES1/AOC3/AIF1/FMO1/CYP2E1/CYP46A1/EPHX2/SLC8A1/AKR1C1/CYP2U1/FBXO32/ARG1/ACSM1/CDO1/TGFB1/MGST1/CYP26A1/AADAC/SRD5A2/RORC",28
"GO:0007162","GO:0007162","negative regulation of cell adhesion","55/1842","110/4998",0.00299179533719814,0.0206004927574043,0.0158034465705471,"FAM107A/IDO1/PLXNA4/FCGR2B/PDE3B/CTLA4/TNFRSF14/APOD/ADTRP/LILRB1/LILRB2/DTX1/RGCC/ADAMDEC1/NEXMIF/IL10/PLXNC1/CD86/TNFAIP8L2/PTPRC/SPOCK1/JAM2/PTPRO/PRKG1/MYOC/CD74/LGALS9/ARHGDIG/MBP/HAVCR2/CCM2L/ARHGAP6/KNG1/ADAMTS18/SEMA3E/NRARP/PDE5A/CD300A/JAG1/JAK3/LAG3/CASK/HLX/ARG1/GPNMB/ADORA2A/CCL28/FOXJ1/BCL6/CXCL12/TGFB1/CX3CL1/TNR/RIPOR2/EPCAM",55
"GO:0002407","GO:0002407","dendritic cell chemotaxis","9/1842","11/4998",0.0030601901295863,0.0208444548503598,0.0159905994676483,"PIK3CG/GAS6/LGALS9/TRPM2/GPR183/CCR5/CALR/CCL5/CCR7",9
"GO:0003209","GO:0003209","cardiac atrium morphogenesis","9/1842","11/4998",0.0030601901295863,0.0208444548503598,0.0159905994676483,"HEY2/WNT2/CCM2L/TBX5/NKX2-5/DLL4/GATA4/NOTCH2/ENG",9
"GO:0046641","GO:0046641","positive regulation of alpha-beta T cell proliferation","9/1842","11/4998",0.0030601901295863,0.0208444548503598,0.0159905994676483,"CD28/IL18/SYK/PTPRC/LGALS9/ZAP70/RASAL3/RIPK2/EBI3",9
"GO:0051385","GO:0051385","response to mineralocorticoid","9/1842","11/4998",0.0030601901295863,0.0208444548503598,0.0159905994676483,"HSD3B2/EDN1/CYBB/GPER1/HTR1B/CCND1/CALM1/HSD3B1/CDKN1A",9
"GO:0072010","GO:0072010","glomerular epithelium development","9/1842","11/4998",0.0030601901295863,0.0208444548503598,0.0159905994676483,"PROM1/PECAM1/FOXC1/PTPRO/CD34/JAG1/FOXJ1/KLF15/BASP1",9
"GO:2000727","GO:2000727","positive regulation of cardiac muscle cell differentiation","9/1842","11/4998",0.0030601901295863,0.0208444548503598,0.0159905994676483,"WNT3A/HAMP/EDN1/IGF1/MEF2C/ARRB2/EFNB2/MYOCD/TGFB1",9
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","27/1842","47/4998",0.00311513844472447,0.0211807083499725,0.0162485527252654,"BMP5/HEY2/TNNI3/RYR2/WNT2/SLIT3/SEMA3C/FOXC1/HEYL/CCM2L/MEF2C/TBX2/JAG1/TBX5/RARB/NKX2-5/FOXF1/DLL4/GATA4/NOTCH2/COL11A1/NRP2/TGFB1/NOS3/TNNI1/ENG/HAND1",27
"GO:0009612","GO:0009612","response to mechanical stimulus","37/1842","69/4998",0.00312819980086377,0.0212314669847534,0.0162874916662995,"SCN1A/TRPA1/TLR8/PDE2A/MAG/TLR7/PKD1L3/EDN1/CASP5/KCNJ2/TLR4/RYR2/FAS/PTGER4/CASP1/CHI3L1/BMP6/TXNIP/TNFSF14/IGFBP2/TNFRSF10A/MMP7/P2RY1/PKD2L1/SCEL/CD40/SLC8A1/DCN/GATA4/COL11A1/NRXN2/CXCL12/TGFB1/RIPOR2/ENG/PIEZO2/DRD2",37
"GO:0051928","GO:0051928","positive regulation of calcium ion transport","26/1842","45/4998",0.00331669682651984,0.0224706209996719,0.0172380953483597,"RAMP3/P2RX5/CCL2/FGF14/CCL4/ANK2/RGN/RYR2/TRPC6/F2RL3/CD4/GPER1/CCL3/ARRB2/CEMIP/APLNR/PDGFRB/CASK/GJC2/STC1/CALM1/LPAR3/CXCL12/CX3CL1/CCL5/P2RX2",26
"GO:0045088","GO:0045088","regulation of innate immune response","62/1842","127/4998",0.00346433933417029,0.0234290613793977,0.017973352582758,"CR1/SLAMF6/TLR8/FCGR2B/TLR2/FCER1G/TLR7/LILRB1/PIK3R6/CD300LF/TLR1/TLR6/A2M/CTSS/MICB/SYK/TLR4/CLEC4A/ITGB2/REG3G/CD36/NCR1/ITGAM/CD14/NOD2/HCK/MARCO/RFTN1/LGALS9/HAVCR2/PRKACB/IFI16/CGAS/ARRB2/AIM2/RNF125/CD226/RASGRP1/CADM1/TMEM173/CD300A/CLEC7A/CD209/LY96/LAG3/ICAM2/ARG1/FGR/VAV1/HSP90B1/TICAM2/RIPK2/DMBT1/CCL5/EREG/LEP/LTF/DRD2/TREML4/CD96/LBP/SMPDL3B",62
"GO:0036230","GO:0036230","granulocyte activation","94/1842","204/4998",0.00363856255944231,0.0245635344315376,0.0188436513895073,"CR1/NFASC/FCGR2B/IL18/PTPRB/AOC1/TLR2/C5AR1/LAIR1/FCGR2A/FCER1G/VNN1/RAB37/C3AR1/LILRB2/HBB/CXCL1/CFD/FPR1/CTSG/GPR84/CTSS/SYK/ADA2/SIGLEC9/MMP9/PECAM1/ALDH3B1/CD53/NFAM1/ATP8A1/ITGB2/CD36/ITGAM/CD44/TTR/CD14/CAMP/TYROBP/NCKAP1L/PTPRC/DOCK2/CYBB/LYZ/CD33/KCNAB2/CD93/PTPRN2/CCL3/TRPM2/PRG2/LILRB3/CHI3L1/HK3/HSPA6/FPR2/ARHGAP9/CHIT1/GMFG/ITGAX/LRMP/SERPINA1/TMEM173/CD300A/MNDA/ENPP4/ITGAL/DOK3/PTAFR/PPBP/PKP1/ATP8B4/ARG1/FGR/FTL/BST2/IQGAP2/S100P/PGM1/ERP44/DNAJC3/GLA/TICAM2/LRG1/SERPINB12/CD63/LCN2/MGST1/CCL5/SLCO4C1/SELL/RAB44/LTF/FCGR3B",94
"GO:0044706","GO:0044706","multi-multicellular organism process","39/1842","74/4998",0.00367345768755966,0.024711167493974,0.0189569065063502,"IDO1/CYP1A1/ABCC8/PTGFR/EDN1/DDO/MMP9/SPP1/LGALS9/HAVCR2/IGFBP2/MMP7/TAC3/TGFB3/RECK/PTAFR/ADRA2B/IGFBP5/IGFBP7/PGR/RAMP2/STC1/ARG1/MAFF/STS/CALR/TGFB1/PSG11/PSG4/RLN1/PSG6/PSG1/INSL4/LEP/PSG5/SLC38A3/PSG9/PSG3/KLF1",39
"GO:0048738","GO:0048738","cardiac muscle tissue development","39/1842","74/4998",0.00367345768755966,0.024711167493974,0.0189569065063502,"MYH11/BMP5/WNT3A/HAMP/EDN1/IGF1/HEY2/TNNI3/SORBS2/RYR2/ERBB4/WNT2/FOXC1/CCM2L/GJC1/MEF2C/ARRB2/EFNB2/IGSF22/BVES/TBX2/SLC8A1/MYOCD/PDGFRB/TBX5/MAPK11/RARB/NKX2-5/DLL4/GATA4/COL11A1/MIR23A/CALR/MYO18B/TGFB1/TNNI1/ENG/TENM4/HAND1",39
"GO:0071347","GO:0071347","cellular response to interleukin-1","24/1842","41/4998",0.00373868213434617,0.0251054159605475,0.0192593499794451,"CCL13/CCL8/CCL2/CCL18/CCL3L1/CCL3L3/CCL4/KLF2/EDN1/ICAM1/HYAL1/NOD2/CCL3/CHI3L1/CCL4L1/CD40/PLCB1/MAPK11/IL1R2/RIPK2/CX3CL1/LCN2/CCL5/TFPI",24
"GO:2001257","GO:2001257","regulation of cation channel activity","30/1842","54/4998",0.00375631641281142,0.0251792658484214,0.0193160031270663,"LRRC38/ARC/ABCC8/CACNB4/FGF14/ANK2/CTSS/LRRC55/MMP9/GSG1L/KCNAB1/MYO5A/KCNS2/PDE4B/MEF2C/CLIC2/JPH4/NOS1AP/CACNB1/RRAD/ADRB2/RGS9/CALM1/JPH3/SHANK1/MTNR1B/GEM/REM2/DRD2/RELN",30
"GO:0002711","GO:0002711","positive regulation of T cell mediated immunity","10/1842","13/4998",0.00387157431799771,0.0256796380462995,0.0196998582798374,"HLA-F/IL18/HLA-B/IL12RB1/HLA-A/PTPRC/NLRP3/SASH3/IL18R1/PRKCZ",10
"GO:0003230","GO:0003230","cardiac atrium development","10/1842","13/4998",0.00387157431799771,0.0256796380462995,0.0196998582798374,"ANK2/HEY2/WNT2/CCM2L/TBX5/NKX2-5/DLL4/GATA4/NOTCH2/ENG",10
"GO:0032753","GO:0032753","positive regulation of interleukin-4 production","10/1842","13/4998",0.00387157431799771,0.0256796380462995,0.0196998582798374,"CD28/FCER1G/IL33/SYK/CD86/LGALS9/HAVCR2/NLRP3/SASH3/PRKCZ",10
"GO:0043032","GO:0043032","positive regulation of macrophage activation","10/1842","13/4998",0.00387157431799771,0.0256796380462995,0.0196998582798374,"IL1RL1/TLR6/IL33/IL10/TLR4/LRRK2/ITGB2/ITGAM/HAVCR2/LBP",10
"GO:0098801","GO:0098801","regulation of renal system process","10/1842","13/4998",0.00387157431799771,0.0256796380462995,0.0196998582798374,"SPX/EDN1/GAS6/PTPRO/OR51E2/AGTR1/STC1/ADORA2A/NPPB/DRD2",10
"GO:2000404","GO:2000404","regulation of T cell migration","10/1842","13/4998",0.00387157431799771,0.0256796380462995,0.0196998582798374,"TNFRSF14/APOD/CD200R1/RIPK3/AIF1/TNFSF14/CD200/CXCL12/CCL5/RIPOR2",10
